iter	RMSE
1666	78060.70887
1667	78058.64297
1668	78058.50224
1669	78058.07062
1670	78056.87988
1671	78056.57657
1672	78056.02548
1673	78054.96024
1674	78052.46443
1675	78050.46718
1676	78050.25564
1677	78049.60733
1678	78049.28136
1679	78049.16551
1680	78048.15379
1681	78046.23157
1682	78045.41121
1683	78044.97351
1684	78043.97082
1685	78042.1853
1686	78039.94629
1687	78038.53023
1688	78038.05625
1689	78037.8195
1690	78036.94631
1691	78035.29397
1692	78034.79832
1693	78034.28881
1694	78032.85341
1695	78032.72473
1696	78032.05887
1697	78031.16725
1698	78030.88708
1699	78030.63385
1700	78029.34617
1701	78028.88167
1702	78028.10222
1703	78027.76389
1704	78026.85186
1705	78025.91126
1706	78024.07992
1707	78022.43637
1708	78021.97502
1709	78020.26257
1710	78020.19728
1711	78019.91138
1712	78018.7302
1713	78016.57054
1714	78014.98946
1715	78014.16542
1716	78013.99972
1717	78011.50492
1718	78008.85965
1719	78008.17146
1720	78007.6824
1721	78007.50467
1722	78007.41255
1723	78005.95733
1724	78005.1308
1725	78004.27969
1726	78003.24785
1727	78002.63738
1728	78002.26665
1729	78001.03504
1730	78000.56259
1731	77998.90059
1732	77997.02862
1733	77996.76446
1734	77996.01441
1735	77995.60092
1736	77993.10804
1737	77992.63338
1738	77992.19008
1739	77990.36828
1740	77989.8755
1741	77986.63934
1742	77983.76621
1743	77983.14013
1744	77980.672
1745	77978.93657
1746	77978.50665
1747	77977.06472
1748	77972.7745
1749	77968.21564
1750	77967.97587
1751	77966.62704
1752	77964.18486
1753	77962.71275
1754	77962.40317
1755	77961.33523
1756	77960.01325
1757	77959.66745
1758	77956.40671
1759	77956.1937
1760	77953.14313
1761	77952.04695
1762	77950.94558
1763	77949.93507
1764	77949.46066
1765	77947.41378
1766	77946.78192
1767	77946.64514
1768	77944.83401
1769	77944.25214
1770	77944.08193
1771	77943.86679
1772	77942.74653
1773	77941.28455
1774	77940.38023
1775	77940.17545
1776	77938.33521
1777	77937.97932
1778	77933.72326
1779	77932.96226
1780	77931.45817
1781	77928.75942
1782	77927.01987
1783	77925.95151
1784	77925.44997
1785	77923.08833
1786	77920.12822
1787	77916.01817
1788	77915.71055
1789	77915.65991
1790	77914.62547
1791	77913.7386
1792	77912.90376
1793	77912.42637
1794	77910.91309
1795	77908.01429
1796	77907.34457
1797	77906.55616
1798	77905.85108
1799	77904.98169
1800	77903.48219
1801	77903.43261
1802	77900.84667
1803	77900.47295
1804	77897.714
1805	77896.3051
1806	77895.72515
1807	77893.89299
1808	77892.93095
1809	77891.61043
1810	77889.60187
1811	77888.67703
1812	77888.09649
1813	77884.25986
1814	77882.18131
1815	77879.32581
1816	77876.76001
1817	77876.2379
1818	77873.00733
1819	77870.09617
1820	77867.75647
1821	77866.79439
1822	77865.09272
1823	77863.17316
1824	77860.60591
1825	77860.36168
1826	77858.43135
1827	77853.75081
1828	77852.86954
1829	77850.58311
1830	77849.63706
1831	77849.41592
1832	77849.19381
1833	77847.83826
1834	77847.21293
1835	77847.16649
1836	77845.40008
1837	77843.16259
1838	77841.62618
1839	77839.97892
1840	77838.13508
1841	77836.34389
1842	77831.81106
1843	77831.06529
1844	77829.00025
1845	77828.97743
1846	77827.99807
1847	77826.9986
1848	77824.73118
1849	77823.3457
1850	77820.92506
1851	77820.18153
1852	77819.909
1853	77816.73762
1854	77813.69561
1855	77812.21762
1856	77812.0775
1857	77811.61648
1858	77811.04689
1859	77809.96059
1860	77809.39753
1861	77808.53424
1862	77807.48141
1863	77805.15252
1864	77804.30173
1865	77803.41584
1866	77802.349
1867	77801.63461
1868	77801.12857
1869	77799.48345
1870	77797.72559
1871	77797.24165
1872	77796.63178
1873	77795.80663
1874	77794.33727
1875	77792.37402
1876	77792.19885
1877	77790.35107
1878	77788.41463
1879	77787.81334
1880	77786.67469
1881	77784.52221
1882	77783.66334
1883	77782.18355
1884	77780.29778
1885	77779.98461
1886	77778.80249
1887	77778.56256
1888	77776.87061
1889	77775.5828
1890	77775.36179
1891	77771.43035
1892	77768.86418
1893	77768.74165
1894	77767.71378
1895	77766.90355
1896	77765.6766
1897	77765.38332
1898	77764.31113
1899	77762.75824
1900	77762.2202
1901	77759.21997
1902	77757.73299
1903	77756.08946
1904	77754.79564
1905	77753.14312
1906	77750.01017
1907	77749.67726
1908	77748.34467
1909	77747.28057
1910	77744.4694
1911	77743.97318
1912	77743.09629
1913	77741.98524
1914	77740.93361
1915	77740.73257
1916	77739.32206
1917	77737.67268
1918	77736.83859
1919	77736.72604
1920	77736.57566
1921	77736.50432
1922	77734.92281
1923	77733.31567
1924	77732.14743
1925	77730.34721
1926	77728.14197
1927	77727.69362
1928	77727.46152
1929	77726.676
1930	77725.35771
1931	77722.20603
1932	77721.99532
1933	77719.80635
1934	77718.89545
1935	77716.72312
1936	77716.1762
1937	77713.11014
1938	77709.80665
1939	77709.18728
1940	77707.82179
1941	77706.45102
1942	77705.73373
1943	77704.19335
1944	77701.6821
1945	77700.75994
1946	77699.02124
1947	77697.73545
1948	77693.17769
1949	77691.61813
1950	77688.96809
1951	77687.6861
1952	77684.92757
1953	77684.50227
1954	77683.24999
1955	77683.2053
1956	77681.68776
1957	77681.4731
1958	77680.07155
1959	77678.14912
1960	77676.70273
1961	77675.74711
1962	77675.22375
1963	77674.31547
1964	77672.1178
1965	77670.53112
1966	77669.81391
1967	77668.92886
1968	77667.92134
1969	77666.76364
1970	77665.28046
1971	77664.5579
1972	77663.13093
1973	77662.46511
1974	77662.03469
1975	77658.20198
1976	77657.93084
1977	77655.61161
1978	77654.91547
1979	77653.82716
1980	77652.94404
1981	77651.59385
1982	77649.76686
1983	77647.30415
1984	77643.87299
1985	77642.32425
1986	77640.53935
1987	77640.25812
1988	77638.73722
1989	77636.27087
1990	77635.76264
1991	77635.15837
1992	77634.20786
1993	77633.43213
1994	77633.02351
1995	77632.85718
1996	77632.13636
1997	77628.25931
1998	77626.22314
1999	77625.31268
